"orderNumber","occurrenceID","family","scientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","kingdom","taxonID","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
335,"WL:SNAIL:GC:OCC:00334","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-07,2020,"HumanObservation",,,"estimate count",27.97725868,-15.76834965,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
336,"WL:SNAIL:GC:OCC:00335","Vitrinidae","Insulivitrina nogalesi",,"Insulivitrina","nogalesi",,"Alonso & Ibáñez, 1990",2020-02-07,2020,"HumanObservation","adult",2,"exact count",27.97716904,-15.76831055,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:1db0033533194859a74706a1c8d73179","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
337,"WL:SNAIL:GC:OCC:00336","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2020-02-07,2020,"HumanObservation","juvenile",3,"exact count",27.97716904,-15.76833057,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
338,"WL:SNAIL:GC:OCC:00337","Streptaxidae","Gibbulinella aff. dewinteri","aff.","Gibbulinella","aff. dewinteri",,,2020-02-07,2020,"HumanObservation","adult",3,"exact count",27.97780418,-15.76633644,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell more slender than G. aff. dealbata","empty shell","Animalia","checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
339,"WL:SNAIL:GC:OCC:00338","Streptaxidae","Gibbulinella aff. dewinteri","aff.","Gibbulinella","aff. dewinteri",,,2020-02-07,2020,"HumanObservation","juvenile",1,"exact count",27.97780418,-15.76633644,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell more slender than G. aff. dealbata","empty shell","Animalia","checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
340,"WL:SNAIL:GC:OCC:00339","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2020-02-07,2020,"HumanObservation",,,"exact count",27.97766876,-15.7662487,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
341,"WL:SNAIL:GC:OCC:00340","Enidae","Napaeus venegueraensis",,"Napaeus","venegueraensis",,"Artiles, Santana & Deniz, 2011",2020-02-07,2020,"HumanObservation","adult",3,"exact count",27.97766876,-15.7662487,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
342,"WL:SNAIL:GC:OCC:00341","Enidae","Napaeus venegueraensis",,"Napaeus","venegueraensis",,"Artiles, Santana & Deniz, 2011",2020-02-07,2020,"HumanObservation","juvenile",1,"exact count",27.97766876,-15.7662487,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
343,"WL:SNAIL:GC:OCC:00342","Enidae","Napaeus cf. venegueraensis","cf.","Napaeus","cf. venegueraensis",,,2020-02-07,2020,"HumanObservation","adult",1,"exact count",27.97766876,-15.7662487,25,"Barranco de la Aldea southern slope (E of Molino de Agua)","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smaller and with a more pointed top, subadult of N. venegueraensis?","empty shell","Animalia","checklist_snails_grancanaria:taxon:487757b8a087dbf5a63c59a1d76e005c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
344,"WL:SNAIL:GC:OCC:00343","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2020-02-07,2020,"HumanObservation",,,"estimate count",27.98385048,-15.75283241,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","both large globular shells as more flattened shells","empty shell","Animalia","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
345,"WL:SNAIL:GC:OCC:00344","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-07,2020,"HumanObservation",,,"estimate count",27.98427391,-15.75175095,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
346,"WL:SNAIL:GC:OCC:00345","Helicidae","Hemicycla saponacea",,"Hemicycla","saponacea",,"(R.T. Lowe, 1861)",2020-02-07,2020,"HumanObservation","adult",3,"exact count",27.98427391,-15.75175095,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:a026249ca3606690998637bf7c578f06","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
347,"WL:SNAIL:GC:OCC:00346","Enidae","Napaeus venegueraensis",,"Napaeus","venegueraensis",,"Artiles, Santana & Deniz, 2011",2020-02-07,2020,"HumanObservation","adult",6,"exact count",27.98419952,-15.75110054,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
348,"WL:SNAIL:GC:OCC:00347","Enidae","Napaeus venegueraensis",,"Napaeus","venegueraensis",,"Artiles, Santana & Deniz, 2011",2020-02-07,2020,"HumanObservation","juvenile",5,"exact count",27.98419952,-15.75110054,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
349,"WL:SNAIL:GC:OCC:00348","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-07,2020,"HumanObservation",,,"exact count",27.98419952,-15.75111675,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
350,"WL:SNAIL:GC:OCC:00349","Enidae","Napaeus validoi",,"Napaeus","validoi",,"Ibáñez, Alonso & Martín, 2011",2020-02-07,2020,"HumanObservation","adult",4,"exact count",27.98419952,-15.75110054,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:091db0af7e72306075ac7b146efe1ba3","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
351,"WL:SNAIL:GC:OCC:00350","Enidae","Napaeus validoi",,"Napaeus","validoi",,"Ibáñez, Alonso & Martín, 2011",2020-02-07,2020,"HumanObservation","juvenile",1,"exact count",27.98419952,-15.75110054,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:091db0af7e72306075ac7b146efe1ba3","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
352,"WL:SNAIL:GC:OCC:00351","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2020-02-07,2020,"HumanObservation","adult",2,"exact count",27.98425674,-15.75098705,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
353,"WL:SNAIL:GC:OCC:00352","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2020-02-07,2020,"HumanObservation","juvenile",1,"exact count",27.98425674,-15.75098705,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
354,"WL:SNAIL:GC:OCC:00353","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2020-02-07,2020,"HumanObservation",,,"exact count",27.98424721,-15.75104427,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
355,"WL:SNAIL:GC:OCC:00354","Streptaxidae","Gibbulinella aff. dewinteri","aff.","Gibbulinella","aff. dewinteri",,,2020-02-07,2020,"HumanObservation","adult",1,"exact count",27.98424721,-15.75104427,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell more slender than G. aff. dealbata","empty shell","Animalia","checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
356,"WL:SNAIL:GC:OCC:00355","Streptaxidae","Gibbulinella aff. dewinteri","aff.","Gibbulinella","aff. dewinteri",,,2020-02-07,2020,"HumanObservation","juvenile",2,"exact count",27.98424721,-15.75104427,25,"Between Barranco de la Aldea and Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell more slender than G. aff. dealbata","empty shell","Animalia","checklist_snails_grancanaria:taxon:84c9749f7fb064db77d40f1b72ffa588","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
357,"WL:SNAIL:GC:OCC:00356","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-07,2020,"HumanObservation",,,"exact count",27.9827423095703,-15.7492418289185,25,"Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","Animalia","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
358,"WL:SNAIL:GC:OCC:00357","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-07,2020,"HumanObservation",,,"exact count",27.982723236084,-15.7492771148682,25,"Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
359,"WL:SNAIL:GC:OCC:00358","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2020-02-07,2020,"HumanObservation","adult",4,"exact count",27.98270607,-15.74937248,25,"Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","Animalia","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
360,"WL:SNAIL:GC:OCC:00359","Enidae","Napaeus venegueraensis",,"Napaeus","venegueraensis",,"Artiles, Santana & Deniz, 2011",2020-02-07,2020,"HumanObservation",,,"exact count",27.98283958,-15.74889183,25,"Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","Animalia","checklist_snails_grancanaria:taxon:68b67026a2ee925af7c511bc7e843822","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
361,"WL:SNAIL:GC:OCC:00360","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2020-02-07,2020,"HumanObservation",,,"estimate count",27.98283958,-15.74889183,25,"Barranco del Pino Gordo","La Aldea de San Nicolás","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","both large globular shells as more flattened shells","empty shell","Animalia","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
